ID	text,image	text,image	text,image
12592	positive,positive	neutral,negative	positive,neutral
12593	positive,neutral	positive,neutral	neutral,neutral
12594	positive,positive	positive,positive	neutral,neutral
12595	neutral,neutral	neutral,negative	negative,negative
12596	neutral,neutral	neutral,neutral	neutral,neutral
12597	negative,negative	negative,negative	negative,negative
12598	negative,neutral	negative,negative	negative,negative
12599	positive,positive	positive,positive	neutral,neutral
12600	neutral,neutral	neutral,neutral	positive,positive
12602	positive,positive	positive,positive	positive,positive
12603	neutral,positive	positive,positive	positive,positive
12604	positive,neutral	positive,positive	neutral,positive
12605	neutral,neutral	neutral,neutral	neutral,neutral
12606	positive,positive	neutral,neutral	positive,positive
12607	negative,negative	negative,negative	neutral,neutral
12608	neutral,positive	positive,negative	neutral,negative
12609	positive,positive	neutral,neutral	negative,neutral
12610	positive,positive	positive,positive	neutral,neutral
12611	neutral,neutral	negative,neutral	positive,positive
12612	neutral,neutral	negative,negative	positive,positive
12613	neutral,neutral	neutral,neutral	positive,positive
12614	positive,positive	positive,positive	positive,positive
12615	negative,neutral	negative,neutral	positive,positive
12616	neutral,neutral	neutral,positive	neutral,neutral
12617	negative,negative	neutral,positive	neutral,negative
12618	neutral,neutral	neutral,neutral	positive,neutral
12619	neutral,positive	neutral,positive	neutral,neutral
12620	positive,positive	neutral,positive	positive,positive
12621	neutral,neutral	positive,positive	neutral,neutral
12622	neutral,neutral	positive,positive	positive,positive
12623	positive,neutral	neutral,neutral	neutral,neutral
12624	positive,positive	positive,positive	neutral,neutral
12625	positive,positive	neutral,neutral	neutral,positive
12626	negative,negative	positive,negative	negative,negative
12627	neutral,neutral	positive,positive	positive,neutral
12628	neutral,neutral	neutral,neutral	positive,positive
12629	neutral,neutral	neutral,neutral	positive,positive
12630	neutral,neutral	negative,neutral	positive,positive
12631	positive,positive	neutral,neutral	positive,positive
12632	neutral,neutral	positive,positive	positive,positive
12633	neutral,neutral	neutral,neutral	positive,neutral
12634	positive,neutral	neutral,positive	positive,positive
12635	neutral,neutral	positive,positive	positive,positive
12636	positive,positive	positive,positive	positive,positive
12637	neutral,neutral	positive,positive	positive,positive
12638	positive,positive	positive,neutral	neutral,neutral
12639	positive,positive	neutral,neutral	positive,positive
12640	neutral,neutral	neutral,neutral	neutral,neutral
12641	neutral,neutral	neutral,neutral	neutral,neutral
12642	neutral,negative	neutral,positive	positive,positive
12643	positive,positive	positive,positive	positive,positive
12644	positive,positive	neutral,neutral	neutral,neutral
12645	positive,positive	positive,positive	neutral,neutral
12646	positive,positive	neutral,positive	neutral,neutral
12647	positive,positive	positive,positive	positive,positive
12648	neutral,positive	neutral,positive	neutral,neutral
12649	positive,neutral	positive,positive	positive,positive
12650	negative,negative	positive,positive	negative,negative
12651	positive,positive	positive,positive	neutral,neutral
12652	negative,negative	positive,positive	neutral,positive
12653	positive,neutral	positive,neutral	neutral,neutral
12654	neutral,negative	neutral,neutral	neutral,positive
12655	neutral,neutral	positive,positive	positive,positive
12656	neutral,neutral	neutral,neutral	positive,positive
12657	negative,negative	positive,negative	negative,neutral
12658	neutral,negative	positive,positive	neutral,neutral
12659	neutral,neutral	positive,neutral	negative,negative
12660	positive,positive	positive,positive	positive,positive
12661	negative,neutral	negative,negative	positive,neutral
12662	positive,positive	positive,positive	neutral,neutral
12663	positive,positive	neutral,positive	positive,positive
12665	positive,positive	positive,positive	neutral,neutral
12666	negative,negative	negative,neutral	positive,neutral
12667	positive,positive	positive,positive	positive,neutral
12668	neutral,neutral	neutral,neutral	positive,neutral
12669	positive,negative	neutral,neutral	neutral,neutral
12670	positive,positive	positive,positive	positive,positive
12671	positive,neutral	neutral,neutral	positive,positive
12672	neutral,neutral	positive,neutral	positive,positive
12673	neutral,negative	neutral,neutral	neutral,neutral
12674	positive,positive	positive,positive	positive,positive
12675	positive,positive	neutral,neutral	neutral,neutral
12676	positive,positive	positive,positive	neutral,neutral
12677	positive,positive	positive,positive	positive,positive
12678	positive,positive	neutral,negative	positive,neutral
12679	neutral,neutral	neutral,neutral	neutral,neutral
12680	positive,positive	positive,positive	neutral,neutral
12681	positive,negative	neutral,neutral	positive,positive
12683	negative,neutral	neutral,neutral	positive,negative
12684	neutral,positive	neutral,positive	positive,positive
12685	neutral,neutral	positive,neutral	negative,negative
12686	positive,positive	neutral,neutral	neutral,neutral
12687	positive,positive	neutral,positive	positive,positive
12688	positive,positive	positive,positive	neutral,neutral
12689	neutral,neutral	neutral,neutral	neutral,neutral
12690	neutral,neutral	negative,negative	negative,negative
12691	positive,neutral	neutral,positive	positive,positive
12692	positive,positive	positive,positive	positive,positive
12693	positive,positive	neutral,neutral	positive,positive
12694	positive,positive	positive,positive	positive,positive
12695	neutral,neutral	positive,positive	neutral,positive
12696	positive,positive	positive,positive	positive,positive
12698	positive,positive	positive,positive	neutral,neutral
12699	neutral,neutral	positive,positive	positive,positive
12700	positive,neutral	positive,positive	positive,neutral
12701	neutral,neutral	positive,positive	neutral,neutral
12702	positive,positive	neutral,neutral	positive,positive
12703	neutral,neutral	positive,positive	positive,positive
12704	positive,positive	positive,positive	positive,neutral
12705	neutral,positive	positive,positive	positive,positive
12706	negative,negative	negative,negative	neutral,neutral
12707	positive,positive	positive,positive	positive,positive
12708	neutral,neutral	neutral,neutral	neutral,neutral
12709	positive,positive	positive,positive	neutral,neutral
12710	positive,positive	neutral,neutral	neutral,neutral
12711	neutral,neutral	neutral,neutral	neutral,positive
12712	neutral,positive	neutral,neutral	neutral,positive
12713	positive,positive	negative,positive	positive,positive
12714	positive,positive	neutral,neutral	neutral,neutral
12715	positive,positive	positive,positive	positive,positive
12716	neutral,positive	neutral,positive	neutral,neutral
12717	positive,positive	neutral,neutral	neutral,neutral
12718	neutral,positive	positive,positive	positive,positive
12719	positive,positive	positive,positive	neutral,neutral
12720	positive,neutral	negative,negative	positive,neutral
12721	neutral,neutral	neutral,neutral	neutral,positive
12722	neutral,neutral	positive,negative	positive,positive
12723	neutral,neutral	positive,positive	neutral,positive
12724	positive,neutral	positive,positive	positive,positive
12725	positive,positive	neutral,positive	neutral,positive
12726	neutral,positive	neutral,neutral	positive,positive
12727	neutral,neutral	neutral,neutral	neutral,positive
12728	negative,neutral	neutral,neutral	positive,negative
12729	neutral,negative	positive,positive	neutral,negative
12730	negative,negative	negative,negative	negative,neutral
12731	neutral,negative	neutral,neutral	neutral,neutral
12732	neutral,positive	positive,positive	positive,positive
12733	negative,negative	negative,neutral	negative,neutral
12734	positive,positive	neutral,neutral	neutral,neutral
12735	positive,neutral	neutral,neutral	positive,neutral
12736	neutral,positive	neutral,neutral	neutral,positive
12737	positive,positive	neutral,neutral	positive,positive
12738	positive,positive	positive,positive	positive,positive
12739	positive,positive	positive,positive	positive,positive
12740	positive,positive	positive,positive	positive,positive
12741	neutral,neutral	neutral,positive	neutral,neutral
12742	neutral,neutral	neutral,neutral	neutral,neutral
12743	positive,neutral	neutral,neutral	positive,positive
12744	positive,positive	positive,neutral	positive,positive
12745	neutral,neutral	negative,negative	negative,negative
12746	neutral,neutral	neutral,neutral	neutral,neutral
12747	positive,positive	neutral,positive	positive,positive
12748	neutral,neutral	positive,positive	neutral,neutral
12749	neutral,positive	neutral,neutral	positive,positive
12750	positive,positive	positive,positive	neutral,neutral
12751	positive,positive	positive,neutral	neutral,neutral
12752	positive,positive	positive,positive	positive,positive
12753	neutral,neutral	positive,positive	neutral,neutral
12754	neutral,neutral	positive,positive	positive,positive
12755	neutral,neutral	neutral,neutral	neutral,neutral
12756	neutral,positive	positive,positive	positive,neutral
12757	positive,positive	neutral,positive	negative,neutral
12758	positive,positive	positive,positive	positive,positive
12759	positive,positive	neutral,neutral	neutral,neutral
12760	neutral,neutral	positive,positive	positive,positive
12761	neutral,neutral	positive,positive	negative,negative
12762	positive,positive	positive,neutral	neutral,positive
12763	negative,negative	neutral,neutral	neutral,neutral
12764	neutral,neutral	neutral,neutral	positive,positive
12765	positive,positive	positive,positive	positive,positive
12766	neutral,negative	neutral,negative	negative,negative
12767	neutral,neutral	positive,positive	positive,positive
12768	positive,positive	positive,positive	neutral,neutral
12769	positive,positive	positive,positive	negative,negative
12770	negative,negative	negative,negative	negative,negative
12771	positive,positive	positive,neutral	positive,positive
12772	positive,neutral	neutral,positive	neutral,positive
12773	positive,neutral	negative,negative	neutral,neutral
12774	negative,neutral	negative,negative	negative,negative
12775	neutral,positive	positive,positive	neutral,positive
12776	neutral,neutral	neutral,positive	neutral,negative
12777	positive,positive	positive,positive	positive,positive
12778	neutral,neutral	positive,positive	neutral,positive
12779	neutral,neutral	neutral,neutral	neutral,neutral
12780	neutral,neutral	neutral,neutral	positive,positive
12781	neutral,positive	neutral,positive	positive,positive
12782	neutral,positive	negative,negative	neutral,neutral
12783	positive,neutral	positive,neutral	neutral,neutral
12784	positive,positive	positive,positive	positive,neutral
12785	positive,positive	negative,negative	neutral,neutral
12786	positive,negative	negative,negative	positive,positive
12787	neutral,positive	positive,positive	negative,neutral
12788	neutral,positive	positive,negative	neutral,negative
12789	positive,positive	negative,neutral	positive,positive
12790	neutral,negative	neutral,positive	neutral,neutral
12791	positive,positive	positive,positive	positive,neutral
12792	neutral,neutral	neutral,neutral	positive,positive
12793	positive,positive	positive,positive	positive,positive
12794	neutral,positive	positive,positive	neutral,positive
12795	positive,neutral	positive,positive	neutral,positive
12796	neutral,neutral	positive,neutral	neutral,neutral
12797	positive,positive	positive,neutral	positive,negative
12798	positive,positive	neutral,positive	positive,positive
12799	positive,positive	neutral,neutral	neutral,neutral
12800	positive,positive	positive,positive	neutral,neutral
12801	positive,positive	positive,positive	positive,positive
12802	positive,positive	positive,positive	positive,positive
12803	positive,neutral	positive,positive	neutral,neutral
12804	negative,negative	neutral,neutral	positive,negative
12805	positive,neutral	neutral,neutral	neutral,neutral
12806	neutral,neutral	neutral,neutral	positive,positive
12807	neutral,positive	neutral,neutral	positive,positive
12808	neutral,negative	neutral,neutral	neutral,neutral
12809	neutral,neutral	positive,positive	neutral,neutral
12810	positive,neutral	positive,positive	neutral,neutral
12811	neutral,neutral	neutral,neutral	neutral,neutral
12812	positive,positive	positive,neutral	neutral,neutral
12813	positive,neutral	positive,positive	positive,positive
12814	positive,positive	positive,positive	neutral,neutral
12815	positive,positive	positive,positive	positive,positive
12816	positive,positive	positive,positive	neutral,neutral
12817	neutral,neutral	neutral,positive	neutral,neutral
12818	neutral,neutral	neutral,neutral	neutral,negative
12819	positive,positive	positive,neutral	neutral,neutral
12820	positive,positive	positive,positive	positive,positive
12821	neutral,neutral	neutral,neutral	neutral,neutral
12822	positive,positive	positive,positive	neutral,neutral
12823	positive,positive	positive,positive	neutral,neutral
12824	positive,positive	positive,positive	positive,positive
12825	positive,neutral	positive,positive	positive,positive
12826	positive,positive	positive,positive	positive,positive
12827	positive,negative	neutral,negative	positive,negative
12828	positive,positive	neutral,neutral	positive,positive
12829	positive,positive	neutral,neutral	positive,positive
12830	neutral,neutral	positive,positive	neutral,neutral
12831	positive,positive	positive,positive	positive,positive
12832	positive,positive	positive,positive	positive,positive
12833	positive,positive	positive,positive	neutral,neutral
12834	positive,positive	positive,positive	positive,positive
12835	positive,neutral	positive,positive	neutral,positive
12836	positive,positive	positive,positive	positive,positive
12837	neutral,negative	negative,negative	positive,positive
12838	neutral,neutral	positive,positive	positive,positive
12839	neutral,neutral	neutral,neutral	neutral,neutral
12840	positive,positive	neutral,neutral	positive,neutral
12841	neutral,negative	positive,negative	positive,positive
12842	neutral,neutral	neutral,neutral	neutral,neutral
12843	positive,positive	neutral,neutral	neutral,positive
12844	positive,positive	positive,positive	positive,positive
12845	positive,positive	negative,negative	neutral,positive
12846	neutral,neutral	positive,positive	neutral,negative
12847	positive,positive	neutral,neutral	neutral,neutral
12848	neutral,positive	neutral,positive	neutral,positive
12849	neutral,positive	positive,positive	neutral,neutral
12850	positive,positive	positive,positive	positive,positive
12851	positive,neutral	positive,positive	negative,negative
12852	positive,positive	neutral,neutral	neutral,neutral
12853	neutral,negative	neutral,positive	neutral,neutral
12854	positive,positive	neutral,neutral	neutral,neutral
12855	positive,positive	positive,positive	positive,positive
12856	neutral,positive	neutral,positive	neutral,neutral
12857	neutral,positive	positive,positive	neutral,negative
12858	positive,positive	positive,positive	positive,positive
12859	negative,negative	neutral,neutral	negative,negative
12860	positive,positive	positive,positive	positive,positive
12861	neutral,positive	positive,positive	positive,positive
12862	neutral,neutral	neutral,neutral	neutral,neutral
12863	negative,negative	positive,positive	negative,negative
12864	positive,neutral	positive,positive	neutral,positive
12865	positive,positive	positive,positive	positive,positive
12866	neutral,positive	neutral,neutral	neutral,neutral
12867	neutral,positive	positive,negative	neutral,neutral
12868	neutral,neutral	negative,negative	negative,neutral
12869	neutral,positive	positive,negative	neutral,neutral
12870	positive,neutral	positive,neutral	positive,positive
12871	positive,positive	negative,negative	positive,positive
12872	neutral,neutral	neutral,neutral	neutral,neutral
12874	neutral,neutral	positive,positive	neutral,neutral
12875	positive,positive	positive,positive	positive,positive
12876	positive,positive	positive,positive	positive,positive
12877	positive,positive	neutral,neutral	neutral,neutral
12878	negative,negative	positive,positive	neutral,neutral
12879	negative,negative	negative,negative	negative,neutral
12880	negative,negative	neutral,neutral	neutral,neutral
12881	negative,positive	positive,positive	positive,positive
12882	positive,neutral	positive,positive	positive,positive
12883	positive,neutral	positive,positive	positive,positive
12884	positive,negative	positive,neutral	positive,positive
12885	positive,positive	positive,neutral	positive,positive
12886	neutral,neutral	positive,neutral	neutral,neutral
12887	positive,positive	positive,positive	negative,negative
12889	positive,positive	positive,positive	neutral,neutral
12890	positive,positive	positive,negative	neutral,neutral
12891	negative,negative	positive,positive	neutral,neutral
12892	neutral,neutral	positive,neutral	neutral,neutral
12893	neutral,positive	neutral,neutral	neutral,neutral
12894	neutral,neutral	neutral,neutral	neutral,neutral
12895	neutral,neutral	positive,neutral	neutral,neutral
12896	positive,positive	neutral,neutral	neutral,neutral
12897	neutral,neutral	neutral,neutral	neutral,neutral
12898	neutral,neutral	neutral,neutral	neutral,neutral
12899	neutral,positive	neutral,neutral	neutral,positive
12900	negative,neutral	positive,positive	positive,positive
12901	positive,positive	positive,positive	positive,positive
12902	neutral,positive	neutral,neutral	neutral,neutral
12903	negative,negative	positive,positive	positive,positive
12904	neutral,positive	neutral,neutral	positive,positive
12905	positive,positive	neutral,neutral	neutral,positive
12906	negative,neutral	negative,neutral	neutral,neutral
12907	positive,positive	positive,positive	positive,positive
12908	positive,positive	neutral,positive	neutral,positive
12909	neutral,neutral	positive,positive	neutral,neutral
12910	positive,neutral	positive,positive	positive,neutral
12911	positive,positive	positive,positive	positive,positive
12912	negative,neutral	negative,neutral	neutral,positive
12913	positive,positive	positive,neutral	positive,neutral
12914	positive,neutral	positive,negative	positive,positive
12915	positive,positive	neutral,neutral	positive,positive
12916	neutral,neutral	neutral,neutral	neutral,neutral
12917	positive,neutral	negative,negative	positive,positive
12918	positive,neutral	neutral,positive	positive,positive
12919	positive,positive	neutral,neutral	negative,neutral
12920	positive,positive	neutral,positive	neutral,neutral
12921	neutral,neutral	neutral,neutral	neutral,neutral
12922	positive,positive	positive,positive	neutral,neutral
12923	neutral,negative	neutral,negative	neutral,neutral
12924	negative,negative	negative,positive	negative,neutral
12925	positive,positive	negative,negative	positive,positive
12926	positive,positive	positive,positive	positive,positive
12927	positive,positive	positive,negative	positive,positive
12928	neutral,positive	positive,positive	neutral,positive
12929	positive,positive	neutral,neutral	neutral,neutral
12930	negative,negative	negative,neutral	neutral,neutral
12931	neutral,neutral	negative,negative	negative,negative
12932	neutral,neutral	neutral,neutral	positive,positive
12933	neutral,negative	neutral,positive	positive,positive
12934	neutral,negative	positive,negative	negative,negative
12935	neutral,neutral	positive,positive	neutral,neutral
12936	neutral,neutral	neutral,positive	neutral,negative
12937	positive,positive	neutral,neutral	neutral,neutral
12938	neutral,neutral	negative,neutral	negative,negative
12939	neutral,positive	positive,positive	neutral,positive
12940	positive,positive	positive,positive	positive,positive
12941	positive,positive	positive,positive	neutral,neutral
12942	positive,neutral	positive,positive	positive,positive
12943	neutral,neutral	positive,positive	positive,positive
12944	positive,neutral	positive,neutral	neutral,neutral
12945	positive,positive	negative,negative	neutral,neutral
12946	neutral,neutral	neutral,neutral	neutral,neutral
12947	neutral,positive	neutral,positive	negative,positive
12948	positive,positive	neutral,neutral	positive,neutral
12949	positive,positive	neutral,neutral	positive,positive
12950	positive,positive	neutral,neutral	neutral,neutral
12951	positive,positive	positive,positive	positive,positive
12952	positive,positive	positive,positive	positive,positive
12953	neutral,neutral	negative,neutral	neutral,neutral
12954	positive,positive	positive,positive	positive,negative
12956	neutral,neutral	neutral,neutral	neutral,neutral
12957	neutral,neutral	negative,neutral	neutral,neutral
12958	negative,negative	negative,negative	negative,negative
12959	neutral,neutral	positive,positive	neutral,positive
12960	neutral,neutral	positive,positive	neutral,neutral
12961	neutral,neutral	positive,negative	positive,negative
12962	negative,negative	neutral,neutral	positive,neutral
12963	positive,positive	positive,neutral	positive,positive
12964	neutral,positive	positive,positive	neutral,positive
12965	neutral,positive	positive,positive	positive,neutral
12966	neutral,neutral	neutral,neutral	neutral,neutral
12967	positive,positive	neutral,neutral	positive,neutral
12968	positive,positive	neutral,neutral	neutral,neutral
12970	neutral,neutral	negative,positive	neutral,positive
12971	neutral,neutral	neutral,neutral	neutral,neutral
12972	neutral,neutral	neutral,neutral	neutral,neutral
12973	negative,negative	neutral,neutral	neutral,neutral
12974	neutral,neutral	neutral,neutral	neutral,neutral
12975	neutral,neutral	neutral,neutral	neutral,neutral
12976	positive,neutral	neutral,neutral	positive,neutral
12977	neutral,neutral	neutral,neutral	neutral,neutral
12978	neutral,neutral	positive,positive	neutral,neutral
12979	positive,positive	positive,negative	positive,negative
12980	positive,neutral	neutral,positive	neutral,neutral
12981	positive,positive	neutral,neutral	positive,neutral
12982	positive,positive	neutral,neutral	positive,neutral
12983	neutral,neutral	positive,positive	positive,positive
12984	positive,positive	positive,positive	positive,positive
12985	neutral,neutral	neutral,positive	neutral,negative
12986	positive,positive	neutral,neutral	neutral,positive
12987	neutral,neutral	positive,positive	neutral,neutral
12988	neutral,neutral	neutral,neutral	neutral,neutral
12989	neutral,neutral	positive,neutral	neutral,neutral
12990	neutral,negative	positive,neutral	neutral,neutral
12991	neutral,neutral	positive,neutral	neutral,neutral
12992	neutral,neutral	neutral,neutral	neutral,neutral
12993	neutral,negative	positive,positive	positive,positive
12994	positive,positive	positive,positive	neutral,neutral
12995	neutral,neutral	neutral,neutral	positive,positive
12996	positive,positive	positive,positive	neutral,neutral
12997	positive,positive	positive,positive	neutral,neutral
12998	neutral,neutral	neutral,positive	negative,negative
12999	positive,positive	neutral,neutral	neutral,positive
13000	neutral,neutral	neutral,negative	positive,positive
13001	positive,positive	neutral,neutral	neutral,neutral
13002	negative,negative	negative,negative	neutral,neutral
13003	positive,positive	positive,neutral	positive,positive
13004	positive,positive	neutral,neutral	neutral,neutral
13005	neutral,neutral	positive,positive	neutral,neutral
13006	positive,positive	positive,neutral	positive,positive
13007	neutral,positive	neutral,neutral	neutral,neutral
13008	neutral,neutral	negative,negative	positive,positive
13009	positive,positive	positive,positive	neutral,positive
13010	negative,negative	negative,negative	negative,negative
13011	positive,neutral	positive,neutral	positive,neutral
13012	neutral,neutral	positive,positive	neutral,neutral
13013	neutral,neutral	neutral,neutral	neutral,positive
13014	positive,neutral	positive,neutral	positive,neutral
13015	positive,positive	neutral,neutral	neutral,neutral
13016	positive,neutral	neutral,neutral	positive,positive
13017	neutral,negative	positive,positive	positive,negative
13018	neutral,neutral	neutral,neutral	neutral,neutral
13019	positive,positive	neutral,neutral	positive,positive
13020	positive,positive	positive,positive	positive,neutral
13021	neutral,neutral	neutral,neutral	negative,neutral
13022	neutral,neutral	neutral,positive	positive,positive
13023	neutral,neutral	neutral,neutral	positive,positive
13024	neutral,positive	neutral,positive	neutral,positive
13025	positive,positive	positive,positive	neutral,neutral
13026	neutral,neutral	negative,negative	neutral,neutral
13027	neutral,neutral	positive,positive	neutral,neutral
13028	neutral,positive	positive,positive	negative,positive
13029	positive,neutral	positive,neutral	positive,neutral
13030	positive,positive	positive,positive	neutral,neutral
13031	positive,neutral	negative,negative	neutral,neutral
13032	positive,neutral	positive,neutral	neutral,neutral
13033	neutral,neutral	negative,negative	positive,positive
13034	positive,positive	negative,neutral	neutral,neutral
13035	positive,positive	neutral,neutral	neutral,neutral
13036	positive,positive	negative,negative	positive,positive
13037	neutral,neutral	neutral,neutral	neutral,positive
13038	neutral,neutral	negative,negative	neutral,neutral
13039	neutral,neutral	neutral,neutral	neutral,neutral
13040	positive,positive	neutral,neutral	positive,positive
13041	positive,positive	positive,positive	positive,positive
13042	positive,positive	neutral,neutral	neutral,neutral
13043	neutral,neutral	neutral,neutral	neutral,neutral
13044	positive,positive	neutral,neutral	neutral,neutral
13045	positive,positive	negative,negative	neutral,negative
13046	positive,positive	positive,positive	neutral,neutral
13047	negative,negative	positive,positive	neutral,positive
13048	negative,negative	negative,negative	neutral,neutral
13049	positive,positive	positive,neutral	positive,positive
13050	negative,neutral	positive,positive	neutral,negative
13051	neutral,neutral	neutral,positive	neutral,positive
13052	negative,negative	neutral,neutral	neutral,positive
13053	positive,positive	neutral,neutral	positive,positive
13054	positive,negative	positive,neutral	positive,positive
13055	positive,positive	positive,neutral	positive,positive
13056	positive,neutral	positive,neutral	positive,neutral
13057	neutral,positive	neutral,positive	neutral,neutral
13058	negative,negative	neutral,neutral	neutral,positive
13059	positive,positive	negative,neutral	negative,negative
13060	positive,positive	positive,positive	positive,positive
13061	negative,negative	negative,neutral	negative,negative
13062	neutral,positive	neutral,neutral	positive,positive
13063	positive,positive	positive,positive	neutral,neutral
13064	positive,positive	positive,positive	positive,positive
13065	positive,positive	neutral,neutral	positive,positive
13066	negative,negative	neutral,neutral	neutral,neutral
13067	positive,positive	positive,neutral	positive,positive
13068	neutral,neutral	neutral,neutral	neutral,neutral
13069	positive,positive	positive,positive	positive,positive
13070	positive,neutral	positive,positive	neutral,neutral
13071	neutral,neutral	negative,negative	neutral,neutral
13072	positive,positive	positive,neutral	positive,neutral
13073	positive,neutral	positive,positive	neutral,neutral
13074	neutral,negative	neutral,neutral	positive,neutral
13075	positive,negative	neutral,neutral	neutral,neutral
13076	negative,negative	negative,neutral	positive,positive
13077	neutral,neutral	neutral,neutral	neutral,neutral
13078	positive,neutral	negative,negative	neutral,neutral
13079	neutral,neutral	positive,positive	positive,positive
13081	positive,positive	positive,positive	neutral,neutral
13082	neutral,neutral	positive,neutral	positive,positive
13083	positive,positive	negative,neutral	neutral,neutral
13084	neutral,neutral	neutral,neutral	positive,positive
13085	neutral,positive	neutral,positive	neutral,positive
13086	neutral,neutral	neutral,neutral	positive,positive
13087	positive,positive	neutral,neutral	positive,positive
13088	positive,positive	positive,positive	neutral,neutral
13089	neutral,positive	positive,positive	positive,neutral
13090	neutral,positive	neutral,neutral	negative,neutral
13091	neutral,neutral	positive,positive	neutral,neutral
13092	neutral,neutral	neutral,neutral	positive,positive
13093	neutral,positive	neutral,positive	neutral,neutral
13094	positive,positive	neutral,neutral	neutral,neutral
13095	positive,neutral	negative,neutral	positive,neutral
13096	positive,neutral	positive,positive	positive,positive
13097	positive,positive	positive,positive	positive,positive
13098	positive,positive	neutral,neutral	neutral,positive
13099	positive,positive	neutral,neutral	neutral,neutral
13100	neutral,neutral	negative,neutral	neutral,neutral
13101	negative,neutral	negative,negative	negative,negative
13102	negative,negative	neutral,neutral	positive,positive
13103	negative,positive	negative,negative	neutral,neutral
13104	positive,positive	neutral,neutral	neutral,neutral
13105	neutral,positive	neutral,positive	neutral,positive
13106	neutral,neutral	positive,positive	neutral,neutral
13107	negative,negative	neutral,neutral	neutral,neutral
13108	positive,positive	neutral,negative	neutral,neutral
13109	neutral,neutral	neutral,neutral	positive,positive
13110	positive,neutral	neutral,neutral	neutral,neutral
13111	positive,positive	positive,positive	neutral,neutral
13112	neutral,neutral	neutral,neutral	neutral,neutral
13113	positive,positive	positive,positive	neutral,neutral
13114	positive,positive	positive,positive	positive,positive
13115	positive,negative	neutral,positive	positive,neutral
13117	positive,positive	positive,positive	positive,positive
13118	negative,positive	neutral,neutral	neutral,neutral
13119	neutral,neutral	neutral,neutral	neutral,neutral
13120	neutral,neutral	neutral,neutral	positive,neutral
13121	neutral,negative	neutral,neutral	positive,positive
13122	positive,positive	neutral,neutral	neutral,neutral
13123	negative,negative	negative,negative	neutral,neutral
13124	positive,positive	positive,positive	positive,positive
13125	positive,positive	neutral,positive	positive,positive
13126	positive,positive	positive,positive	neutral,neutral
13127	neutral,neutral	neutral,neutral	positive,positive
13128	neutral,positive	positive,neutral	neutral,neutral
13129	neutral,neutral	neutral,positive	neutral,neutral
13130	positive,positive	positive,positive	positive,positive
13131	positive,positive	positive,positive	neutral,positive
13132	positive,positive	positive,neutral	positive,positive
13133	neutral,neutral	neutral,neutral	neutral,neutral
13134	neutral,positive	positive,neutral	positive,positive
13135	positive,neutral	positive,positive	neutral,neutral
13136	positive,positive	neutral,positive	neutral,positive
13137	positive,positive	positive,positive	positive,positive
13138	neutral,neutral	neutral,neutral	neutral,neutral
13139	positive,positive	positive,positive	neutral,positive
13140	negative,negative	positive,positive	positive,positive
13141	neutral,neutral	negative,neutral	negative,neutral
13142	neutral,negative	positive,positive	positive,positive
13143	positive,positive	neutral,negative	positive,positive
13144	positive,positive	positive,positive	positive,positive
13145	negative,negative	negative,negative	negative,neutral
13146	neutral,positive	neutral,neutral	neutral,positive
13147	neutral,positive	neutral,positive	neutral,neutral
13148	positive,positive	positive,positive	positive,positive
13149	positive,positive	neutral,positive	negative,positive
13150	neutral,neutral	neutral,neutral	neutral,positive
13151	positive,positive	positive,positive	negative,negative
13152	positive,positive	neutral,neutral	negative,negative
13153	positive,positive	neutral,positive	neutral,positive
13154	neutral,neutral	neutral,negative	neutral,neutral
13155	neutral,neutral	neutral,positive	neutral,neutral
13156	positive,positive	positive,positive	neutral,neutral
13157	positive,neutral	positive,neutral	neutral,neutral
13158	positive,positive	neutral,positive	positive,positive
13159	neutral,positive	neutral,neutral	neutral,positive
13160	neutral,positive	neutral,neutral	positive,positive
13161	negative,negative	positive,positive	neutral,neutral
13162	neutral,positive	positive,positive	positive,positive
13163	positive,positive	neutral,neutral	neutral,positive
13164	positive,positive	positive,positive	positive,positive
13165	positive,positive	positive,positive	positive,positive
13166	neutral,negative	neutral,neutral	negative,negative
13167	neutral,neutral	positive,neutral	positive,positive
13168	neutral,neutral	positive,neutral	negative,neutral
13169	positive,neutral	neutral,neutral	positive,neutral
13170	neutral,positive	positive,positive	positive,neutral
13171	neutral,neutral	neutral,neutral	positive,positive
13172	neutral,negative	neutral,neutral	neutral,negative
13173	positive,positive	positive,positive	positive,positive
13174	neutral,positive	neutral,neutral	neutral,neutral
13175	positive,positive	neutral,positive	neutral,neutral
13177	positive,positive	neutral,neutral	neutral,neutral
13178	negative,negative	negative,negative	positive,neutral
13179	neutral,neutral	neutral,positive	positive,positive
13180	neutral,neutral	neutral,neutral	neutral,positive
13181	positive,positive	negative,negative	positive,neutral
13182	neutral,neutral	positive,neutral	neutral,neutral
13183	positive,positive	positive,positive	positive,positive
13184	positive,neutral	positive,positive	positive,positive
13185	positive,neutral	neutral,neutral	positive,neutral
13186	negative,neutral	neutral,negative	neutral,neutral
13187	positive,positive	positive,positive	neutral,neutral
13188	neutral,neutral	neutral,positive	neutral,neutral
13189	neutral,neutral	positive,positive	neutral,neutral
13190	negative,negative	neutral,negative	neutral,neutral
13191	neutral,neutral	neutral,positive	neutral,neutral
13192	positive,positive	neutral,neutral	positive,positive
13193	negative,negative	negative,negative	neutral,neutral
13194	neutral,neutral	neutral,neutral	neutral,neutral
